"Breve Descrizione","Gruppo","Sala","Ora Inizio","Ora Fine","Durata","Descrizione completa","Corrispondenza","Creato da","Tipo di prenotazione","Stato dell'approvazione","Docente","E' un esame?","Corso di Studi","Ultima Modifica"
"Algebra II","Aule","A3","11:00:00 - martedì 03 maggio 2016","13:00:00 - martedì 03 maggio 2016","2 ore","D.A. Calussi","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Lorenzini Anna","No","Matematica","15:56:25 - sabato 05 marzo 2016"
"Probabilità e statistica modulo 2","Aule","B3","11:00:00 - martedì 03 maggio 2016","13:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Capotorti Andrea","No","Matematica II Anno","12:41:26 - martedì 03 maggio 2016"
"Matematica per Geologia","Aule","I2","11:00:00 - martedì 03 maggio 2016","13:00:00 - martedì 03 maggio 2016","2 ore","","Altro","ae610001","Prenotazione","Approvato","Benedetti Irene","No","Matematica","08:50:45 - mercoledì 24 febbraio 2016"
"Analisi Matematica V","Aule","Sala Riunioni","11:00:00 - martedì 03 maggio 2016","13:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Pucci Patrizia","No","Matematica Magistrale I Anno","12:02:02 - martedì 23 febbraio 2016"
"Metodi teorici e computazionali per le scienze molecolari","Aule","Aula C3","11:00:00 - martedì 03 maggio 2016","13:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Pacifici Leonardo","No","Informatica Magistrale II Anno","11:01:12 - giovedì 25 febbraio 2016"
"Modelli e sistemi dell'intelligenza Artificiale-Intelligenza Artificiale","Aule","Aula Gialla","11:00:00 - martedì 03 maggio 2016","13:00:00 - martedì 03 maggio 2016","2 ore","Interactive intelligent devices, systems and environments","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Milani Alfredo","No","Informatica Magistrale I Anno","08:26:40 - giovedì 25 febbraio 2016"
"Strumenti per il web e data management","Aule","Aula Verde","12:00:00 - martedì 03 maggio 2016","14:00:00 - martedì 03 maggio 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Bistarelli Stefano","No","Altro","11:53:00 - mercoledì 23 marzo 2016"
"Laboratorio Didattica della Matematica","Aule","I2","13:00:00 - martedì 03 maggio 2016","19:00:00 - martedì 03 maggio 2016","6 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Coletti Giulianella","Yes","Matematica","14:58:06 - mercoledì 13 aprile 2016"
"Ingegneria del software","Aule","A0","14:00:00 - martedì 03 maggio 2016","16:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Milani Alfredo","No","Informatica II Anno","17:43:15 - martedì 23 febbraio 2016"
"Architettura degli Elaboratori con Laboratorio - modulo Il","Aule","A2","14:00:00 - martedì 03 maggio 2016","16:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Navarra Alfredo","No","Informatica I Anno","16:19:54 - martedì 23 febbraio 2016"
"Geometria II","Aule","A3","14:00:00 - martedì 03 maggio 2016","16:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Caterino Alessandro","No","Matematica","10:01:31 - martedì 23 febbraio 2016"
"Storia delle Matematiche I","Aule","B3","14:00:00 - martedì 03 maggio 2016","16:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Nucci Maria Clara","No","Matematica III Anno","13:24:46 - venerdì 11 marzo 2016"
"Equazioni Differenziali","Aule","C2","14:00:00 - martedì 03 maggio 2016","16:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Cardinali Tiziana","No","Matematica","13:37:40 - lunedì 07 marzo 2016"
"Riunione Prof. Vinti","Aule","Sala Riunioni","14:00:00 - martedì 03 maggio 2016","16:00:00 - martedì 03 maggio 2016","2 ore","inizio ore 14:30","Altro","pr520001","Prenotazione","Approvato","Vinti Gianluca","No","Altro","11:41:31 - martedì 03 maggio 2016"
"Basi di dati su larga scala e data mining","Aule","Aula C3","14:00:00 - martedì 03 maggio 2016","16:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Poggioni Valentina","No","Informatica Magistrale I Anno","08:29:12 - giovedì 25 febbraio 2016"
"Diritto dell\'Informatica e delle Comunicazioni - modulo II","Aule","A0","16:00:00 - martedì 03 maggio 2016","18:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Florindi Emanuele","No","Informatica II Anno","10:32:24 - giovedì 25 febbraio 2016"
"Mathematical Models for Finance","Aule","B1","16:00:00 - martedì 03 maggio 2016","18:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Cretarola Alessandra","No","Matematica","08:44:41 - mercoledì 24 febbraio 2016"
"Topologia I","Aule","B3","16:00:00 - martedì 03 maggio 2016","18:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Stramaccia Luciano","No","Matematica III Anno","19:24:27 - giovedì 03 marzo 2016"
"Ricevimento Calussi - Algebra II","Aule","C2","16:00:00 - martedì 03 maggio 2016","18:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Lorenzini Anna","No","Matematica I Anno","15:58:32 - sabato 05 marzo 2016"
"Human-computer interaction","Aule","Aula C3","16:00:00 - martedì 03 maggio 2016","18:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Lalli Fabio","No","Informatica Magistrale I Anno","08:32:57 - giovedì 25 febbraio 2016"
"Programmazione concorrente e parallela","Aule","Aula Gialla","17:00:00 - martedì 03 maggio 2016","19:00:00 - martedì 03 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Tasso Sergio","No","Informatica Magistrale II Anno","11:04:14 - giovedì 25 febbraio 2016"
"Algoritmi e strutture dati con Laboratorio - Modulo I","Aule","A0","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Pinotti Maria Cristina","No","Informatica II Anno","17:26:54 - martedì 23 febbraio 2016"
"Programmazione II con laboratorio","Aule","A2","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Marcugini Stefano","No","Informatica I Anno","12:40:33 - martedì 01 marzo 2016"
"Fisica I","Aule","A3","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Plazanet Marie Genevieve","No","Matematica","09:15:08 - mercoledì 24 febbraio 2016"
"Analisi Numerica","Aule","B1","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Iannazzo Bruno","No","Matematica III Anno","11:35:19 - martedì 23 febbraio 2016"
"Analisi Matematica III","Aule","B3","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Filippucci Roberta","No","Matematica II Anno","09:24:37 - mercoledì 24 febbraio 2016"
"Algoritmi di ricostruzione delle immagini","Aule","C2","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","LM Fisica Medica","Altro","pr520001","Prenotazione","Approvato","Vinti","No","Altro","11:13:58 - venerdì 01 aprile 2016"
"Basi di dati su larga scala e data mining","Aule","I2","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Poggioni Valentina","No","Informatica Magistrale I Anno","08:18:26 - giovedì 25 febbraio 2016"
"Analisi Matematica V","Aule","Sala Riunioni","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Pucci Patrizia","No","Matematica Magistrale I Anno","10:14:33 - mercoledì 24 febbraio 2016"
"Programmazione 3","Aule","Aula C3","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Baioletti Marco","No","Informatica III Anno","18:13:10 - martedì 23 febbraio 2016"
"Metodi teorici e computazionali per le scienze molecolari","Aule","Aula Gialla","09:00:00 - mercoledì 04 maggio 2016","13:00:00 - mercoledì 04 maggio 2016","4 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Pacifici Leonardo","No","Informatica Magistrale II Anno","11:05:36 - martedì 03 maggio 2016"
"Sistemi con vincoli e rappresentazione della conoscenza","Aule","Aula Verde","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica Magistrale II Anno","08:51:21 - giovedì 25 febbraio 2016"
"Programmazione II con laboratorio","Aule","Portatile 4","09:00:00 - mercoledì 04 maggio 2016","11:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Marcugini Stefano","No","Informatica I Anno","12:40:33 - martedì 01 marzo 2016"
"Fisica generale","Aule","A0","11:00:00 - mercoledì 04 maggio 2016","13:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Tosti Gino","No","Informatica II Anno","16:04:57 - giovedì 25 febbraio 2016"
"Architettura degli elaboratori  con Laboratorio - Mod II","Aule","A2","11:00:00 - mercoledì 04 maggio 2016","13:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Navarra Alfredo","No","Informatica I Anno","11:08:03 - sabato 27 febbraio 2016"
"Algebra II","Aule","A3","11:00:00 - mercoledì 04 maggio 2016","13:00:00 - mercoledì 04 maggio 2016","2 ore","D.A. Calussi","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Lorenzini Anna","No","Matematica","15:56:25 - sabato 05 marzo 2016"
"Probabilità e statistica  modulo 1","Aule","B3","11:00:00 - mercoledì 04 maggio 2016","13:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Coletti Giulianella","No","Matematica II Anno","12:43:08 - martedì 03 maggio 2016"
"Probabilità e Statistica","Aule","I1","11:00:00 - mercoledì 04 maggio 2016","14:00:00 - mercoledì 04 maggio 2016","3 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Coletti Giulianella","No","Matematica","11:11:40 - martedì 19 aprile 2016"
"Geometria V","Aule","Sala Riunioni","11:00:00 - mercoledì 04 maggio 2016","13:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Tancredi Alessandro","No","Matematica Magistrale I Anno","11:23:22 - mercoledì 02 marzo 2016"
"Strumenti per il web e data management","Aule","Aula Verde","11:00:00 - mercoledì 04 maggio 2016","14:00:00 - mercoledì 04 maggio 2016","3 ore","Scienze Politiche","Altro","pr520001","Prenotazione","Approvato","Bistarelli Stefano","No","Altro","13:19:42 - mercoledì 04 maggio 2016"
"C.d.S. - Scienze della Formazione -Laboratorio Didattica della Matematica","Aule","A0","14:00:00 - mercoledì 04 maggio 2016","16:00:00 - mercoledì 04 maggio 2016","2 ore","","Altro","ae610001","Prenotazione","Approvato","Coletti Giulianella","No","Altro","11:19:45 - lunedì 22 febbraio 2016"
"Analisi Numerica","Aule","A3","14:00:00 - mercoledì 04 maggio 2016","16:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Iannazzo Bruno","No","Matematica III Anno","13:19:20 - lunedì 18 aprile 2016"
"Studio Assistito Matematica per CdL Geologia","Aule","B1","14:00:00 - mercoledì 04 maggio 2016","16:00:00 - mercoledì 04 maggio 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Benedetti Irene","No","Altro","10:37:56 - martedì 08 marzo 2016"
"Crittografia e applicazioni","Aule","B3","14:00:00 - mercoledì 04 maggio 2016","16:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Giulietti Massimo","No","Informatica Magistrale II Anno","08:34:57 - giovedì 25 febbraio 2016"
"Metodi per l'ottimizzazione","Aule","C2","14:00:00 - mercoledì 04 maggio 2016","16:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Gerace Ivan","No","Informatica Magistrale I Anno","13:28:36 - mercoledì 02 marzo 2016"
"Sicurezza informatica","Aule","Aula Gialla","14:00:00 - mercoledì 04 maggio 2016","16:00:00 - mercoledì 04 maggio 2016","2 ore","Systems, social and mobile security","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica Magistrale I Anno","08:28:10 - giovedì 25 febbraio 2016"
"intervento tecnico","Aule","A2","15:00:00 - mercoledì 04 maggio 2016","17:00:00 - mercoledì 04 maggio 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","segreteria","No","Altro","10:44:26 - mercoledì 04 maggio 2016"
"Human-computer interaction","Aule","Aula C3","16:00:00 - mercoledì 04 maggio 2016","18:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Lalli Fabio","No","Informatica Magistrale I Anno","08:32:57 - giovedì 25 febbraio 2016"
"ApLab","Aule","Aula Gialla","16:00:00 - mercoledì 04 maggio 2016","18:00:00 - mercoledì 04 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","16:09:49 - martedì 03 maggio 2016"
"Matematica con elementi di Informatica","Aule","A2","17:00:00 - mercoledì 04 maggio 2016","19:00:00 - mercoledì 04 maggio 2016","2 ore","CdS CTF","Altro","pr520001","Prenotazione","Approvato","Pambianco Fernanda","No","Altro","11:58:50 - venerdì 26 febbraio 2016"
"Calcolo Numerico","Aule","A0","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Iannazzo Bruno","No","Informatica II Anno","17:34:14 - martedì 23 febbraio 2016"
"Programmazione II con laboratorio","Aule","A2","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Marcugini Stefano","No","Informatica I Anno","12:41:43 - martedì 01 marzo 2016"
"Geometria II","Aule","A3","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Caterino Alessandro","No","Matematica","10:02:37 - martedì 23 febbraio 2016"
"Analisi Matematica III","Aule","B3","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Filippucci Roberta","No","Matematica II Anno","09:24:37 - mercoledì 24 febbraio 2016"
"Basi di dati su larga scala e data mining","Aule","I2","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Poggioni Valentina","No","Informatica Magistrale I Anno","08:18:59 - giovedì 25 febbraio 2016"
"Analisi Matematica V","Aule","Sala Riunioni","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Pucci Patrizia","No","Matematica Magistrale I Anno","10:14:33 - mercoledì 24 febbraio 2016"
"Linguaggi di realtà virtuale","Aule","Aula C3","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Gervasi Osvaldo","No","Informatica III Anno","18:11:50 - martedì 23 febbraio 2016"
"Pianificazione della sicurezza informatica e elementi di informatica forense","Aule","Aula Gialla","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Milani Alfredo","No","Informatica","11:09:18 - martedì 08 marzo 2016"
"Programmazione II con laboratorio","Aule","Portatile 4","09:00:00 - giovedì 05 maggio 2016","11:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Marcugini Stefano","No","Informatica I Anno","12:41:44 - martedì 01 marzo 2016"
"Geometria","Aule","I1","10:00:00 - giovedì 05 maggio 2016","12:00:00 - giovedì 05 maggio 2016","2 ore","CdL Scienze della Formazione Primaria","Altro","pr520001","Prenotazione","Approvato","Faina Giorgio","No","Altro","11:02:38 - venerdì 26 febbraio 2016"
"Ingegneria del software","Aule","A0","11:00:00 - giovedì 05 maggio 2016","13:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Milani Alfredo","No","Informatica II Anno","17:44:24 - martedì 23 febbraio 2016"
"Matematica Discreta - Modulo II","Aule","A2","11:00:00 - giovedì 05 maggio 2016","13:00:00 - giovedì 05 maggio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Fatabbi Giuliana","No","Informatica I Anno","16:11:55 - martedì 23 febbraio 2016"
"Algebra II","Aule","A3","11:00:00 - giovedì 05 maggio 2016","13:00:00 - giovedì 05 maggio 2016","2 ore","D.A. Calussi","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Lorenzini Anna","No","Matematica","15:56:25 - sabato 05 marzo 2016"
